"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"gene"	"cell.type"	"class"
1.01544149986384e-09	0.635146833618199	0.877	0.774	2.0448960924258e-05	"App"	"endothelial cell"	"21m.vs.3m"
1.17079226661216e-06	-0.345815541218058	0.825	0.925	0.0235774146650356	"Sparc"	"endothelial cell"	"21m.vs.3m"
2.01626312499528e-06	0.376578161403097	0.201	0.058	0.040603506811155	"Myoc"	"endothelial cell"	"21m.vs.3m"
4.09059283364777e-127	-2.81421765666414	0	0.788	8.23763584839988e-123	"Xist"	"endothelial cell"	"24m.vs.3m"
4.95732732302504e-21	2.01240404684802	0.311	0	9.98306576310783e-17	"Ddx3y"	"endothelial cell"	"24m.vs.3m"
2.75030011800007e-15	0.565464246635222	0.991	0.982	5.53855437762855e-11	"H2-K1"	"endothelial cell"	"24m.vs.3m"
4.93081777086633e-13	0.710228187530968	0.868	0.774	9.92968082697061e-09	"App"	"endothelial cell"	"24m.vs.3m"
2.01920707769863e-12	0.540195014114192	0.998	1	4.0662792130695e-08	"H2-D1"	"endothelial cell"	"24m.vs.3m"
1.97323526795825e-11	2.54846784674448	0.175	0	3.97370118261433e-07	"Eif2s3y"	"endothelial cell"	"24m.vs.3m"
3.8829771221723e-10	6.34096320531429	0.21	0.031	7.81953932863058e-06	"Beta-s"	"endothelial cell"	"24m.vs.3m"
5.43289301059265e-10	-0.38430028483262	0.813	0.925	1.09407599447315e-05	"Sparc"	"endothelial cell"	"24m.vs.3m"
1.92661492646868e-09	0.474819091001357	1	1	3.87981713892263e-05	"B2m"	"endothelial cell"	"24m.vs.3m"
2.89085623019111e-09	1.10410647791199	0.141	0	5.82160627635885e-05	"S100a8"	"endothelial cell"	"24m.vs.3m"
4.5014618803218e-09	-0.928490351263459	0.033	0.146	9.06504393459205e-05	"Itm2a"	"endothelial cell"	"24m.vs.3m"
4.98514944317685e-09	0.432302482038551	0.973	0.907	0.000100390939486695	"Serinc3"	"endothelial cell"	"24m.vs.3m"
6.90190566029927e-09	1.17039389720929	0.151	0.009	0.000138990576187107	"S100a9"	"endothelial cell"	"24m.vs.3m"
8.32594531406199e-09	2.10918089280445	0.184	0.027	0.00016766788673458	"Gm12250"	"endothelial cell"	"24m.vs.3m"
9.13978301817277e-09	1.11715818085333	0.486	0.274	0.000184056950419963	"Igtp"	"endothelial cell"	"24m.vs.3m"
1.16563379021814e-08	-0.718276713014258	0.701	0.823	0.00023473533267413	"Ddx3x"	"endothelial cell"	"24m.vs.3m"
2.25490455973378e-08	1.19132856830151	0.586	0.403	0.000454092680239188	"Ehd2"	"endothelial cell"	"24m.vs.3m"
5.32559299487727e-08	0.595796516508619	0.701	0.513	0.00107246791730838	"Pdia3"	"endothelial cell"	"24m.vs.3m"
1.64801601214974e-07	-0.818244121440124	0.127	0.279	0.00331877464526716	"Erdr1"	"endothelial cell"	"24m.vs.3m"
1.99756251736972e-07	0.523824207373432	0.799	0.65	0.00402269139747914	"Rbm3"	"endothelial cell"	"24m.vs.3m"
2.10166097876042e-07	-0.533003314554087	0.646	0.779	0.00423232487902773	"Ndufa4"	"endothelial cell"	"24m.vs.3m"
2.77284794051746e-07	-0.511432366650483	0.405	0.606	0.00558396118261407	"Ndufa3"	"endothelial cell"	"24m.vs.3m"
2.98905006125509e-07	-1.23088103133519	0.095	0.226	0.00601934901335551	"Ly6c2"	"endothelial cell"	"24m.vs.3m"
7.52911670480348e-07	-0.488555706193276	0.704	0.796	0.0151621352201333	"Atp5e"	"endothelial cell"	"24m.vs.3m"
7.82488689474975e-07	-0.475669634708737	0.428	0.633	0.015757757228647	"Col4a2"	"endothelial cell"	"24m.vs.3m"
9.2143254771849e-07	0.820472737100523	0.564	0.381	0.0185558086459549	"Tap1"	"endothelial cell"	"24m.vs.3m"
1.07339230763136e-06	-1.46465948708159	0.052	0.155	0.0216159742910804	"Gm6654"	"endothelial cell"	"24m.vs.3m"
1.73200596272004e-06	1.93807665771927	0.421	0.279	0.0348791360772561	"Gbp4"	"endothelial cell"	"24m.vs.3m"
1.77289723375171e-06	-0.715946873753242	0.277	0.434	0.0357026044932918	"Gm6222"	"endothelial cell"	"24m.vs.3m"
2.17485422363414e-06	1.05000142283805	0.552	0.412	0.0437972143555444	"Tap2"	"endothelial cell"	"24m.vs.3m"
1.47961009976712e-100	-2.81421765666414	0	0.788	2.97963881891102e-96	"Xist"	"endothelial cell"	"30m.vs.3m"
1.40601032231453e-26	-0.52914196159865	0.409	0.788	2.831423587077e-22	"Gsn"	"endothelial cell"	"30m.vs.3m"
2.11126135912689e-26	0.643697856990647	1	0.996	4.25165812500973e-22	"Malat1"	"endothelial cell"	"30m.vs.3m"
1.08725365500685e-23	0.656285642170477	0.993	0.982	2.1895114104528e-19	"H2-K1"	"endothelial cell"	"30m.vs.3m"
4.08281745758481e-23	2.17309311280383	0.963	0.876	8.22197779608428e-19	"Rn45s"	"endothelial cell"	"30m.vs.3m"
3.30698374130823e-21	4.61860899999448	0.366	0.027	6.65960385824651e-17	"Gm12250"	"endothelial cell"	"30m.vs.3m"
4.22414637315286e-21	2.83847322652642	0.517	0.137	8.50658596625524e-17	"Cd274"	"endothelial cell"	"30m.vs.3m"
1.96385838185153e-18	0.544612409552857	1	1	3.95481800937262e-14	"H2-D1"	"endothelial cell"	"30m.vs.3m"
2.5823397978218e-18	0.571029813878244	1	1	5.20031588485355e-14	"B2m"	"endothelial cell"	"30m.vs.3m"
2.79177024076592e-18	5.52736630096313	0.338	0.035	5.6220669108544e-14	"Gm4951"	"endothelial cell"	"30m.vs.3m"
1.13433957780961e-16	1.01708241404398	0.848	0.708	2.284333041793e-12	"Iigp1"	"endothelial cell"	"30m.vs.3m"
1.90393381181136e-16	1.91734233586818	0.253	0	3.83414191022572e-12	"Ddx3y"	"endothelial cell"	"30m.vs.3m"
6.08766300238014e-15	-0.713762612691224	0.205	0.527	1.22593357541931e-10	"Mgp"	"endothelial cell"	"30m.vs.3m"
6.00961832181751e-14	2.27813177146187	0.538	0.279	1.21021693764761e-09	"Gbp4"	"endothelial cell"	"30m.vs.3m"
1.14916474828851e-13	1.65840379950443	0.538	0.274	2.31418797010341e-09	"Igtp"	"endothelial cell"	"30m.vs.3m"
1.48387427324318e-13	1.76381345219	0.566	0.301	2.98822601145712e-09	"Gbp7"	"endothelial cell"	"30m.vs.3m"
2.29031909761245e-13	0.794769806328488	0.892	0.752	4.61224459877196e-09	"Slfn5"	"endothelial cell"	"30m.vs.3m"
2.40349084020076e-13	0.548758645533598	0.977	0.889	4.84014985399629e-09	"H2-Q4"	"endothelial cell"	"30m.vs.3m"
3.51202800801599e-13	-0.722166319982819	0.722	0.885	7.0725220025426e-09	"Gm1821"	"endothelial cell"	"30m.vs.3m"
1.01189658992416e-12	-0.473058959195432	0.763	0.942	2.03775735278927e-08	"Mt1"	"endothelial cell"	"30m.vs.3m"
1.17630694999893e-12	0.619579249512085	0.899	0.774	2.36884693590785e-08	"App"	"endothelial cell"	"30m.vs.3m"
2.56244135028394e-12	0.725020112616863	0.954	0.881	5.16024439120179e-08	"Hsp90aa1"	"endothelial cell"	"30m.vs.3m"
3.67563888612215e-12	0.99119943510233	0.756	0.558	7.40200158887278e-08	"Kitl"	"endothelial cell"	"30m.vs.3m"
4.08851751970121e-12	0.860944434721059	0.816	0.628	8.2334565811743e-08	"Psmb8"	"endothelial cell"	"30m.vs.3m"
5.29542360131262e-12	-0.744730832380853	0.687	0.858	1.06639240483233e-07	"Anxa2"	"endothelial cell"	"30m.vs.3m"
9.03482768936808e-12	0.882976716432303	0.871	0.765	1.81943360008494e-07	"Isg15"	"endothelial cell"	"30m.vs.3m"
1.12622065429659e-11	1.18917480885979	0.54	0.296	2.26798315362247e-07	"Neat1"	"endothelial cell"	"30m.vs.3m"
1.99539770601043e-11	1.2638483244183	0.177	0	4.01833190036381e-07	"S100a8"	"endothelial cell"	"30m.vs.3m"
2.23800293149794e-11	1.32185213077283	0.662	0.434	4.50689030345056e-07	"Ifit1"	"endothelial cell"	"30m.vs.3m"
5.83290809775777e-11	2.02131494977478	0.46	0.217	1.17463103272646e-06	"Gbp5"	"endothelial cell"	"30m.vs.3m"
6.96278330488452e-11	1.37505065924112	0.43	0.199	1.40216530193764e-06	"Smarca5"	"endothelial cell"	"30m.vs.3m"
2.00072826514141e-10	-0.505537329394976	0.655	0.872	4.02906658034177e-06	"Mt2"	"endothelial cell"	"30m.vs.3m"
3.10495963264607e-10	0.649880752930577	0.853	0.726	6.25276770822266e-06	"Flt1"	"endothelial cell"	"30m.vs.3m"
3.26403920229499e-10	-0.448019473427881	0.837	0.925	6.57312214558164e-06	"Sparc"	"endothelial cell"	"30m.vs.3m"
4.19766908496975e-10	-0.440029966618219	0.991	0.996	8.45326600331209e-06	"Ifitm2"	"endothelial cell"	"30m.vs.3m"
4.48114583357204e-10	-1.05620500878251	0.021	0.146	9.02413147964737e-06	"Itm2a"	"endothelial cell"	"30m.vs.3m"
5.31956188621433e-10	3.51956669000605	0.343	0.133	1.07125337264584e-05	"Ifit2"	"endothelial cell"	"30m.vs.3m"
6.01797001210207e-10	1.38663799914033	0.17	0.009	1.21189880103712e-05	"S100a9"	"endothelial cell"	"30m.vs.3m"
7.7843852174991e-10	-1.59247732250779	0.064	0.226	1.56761949509997e-05	"Ly6c2"	"endothelial cell"	"30m.vs.3m"
9.69642805039744e-10	-0.340971166349188	0.062	0.226	1.95266668078904e-05	"Ccl7"	"endothelial cell"	"30m.vs.3m"
1.27075552058431e-09	-0.72117453021738	0.568	0.779	2.55904746735268e-05	"Ltbp4"	"endothelial cell"	"30m.vs.3m"
1.49795979133683e-09	2.3392619215173	0.411	0.204	3.01659142779411e-05	"Apol10b"	"endothelial cell"	"30m.vs.3m"
2.26151215487361e-09	0.541079496035559	0.908	0.814	4.55423317748448e-05	"Spnb2"	"endothelial cell"	"30m.vs.3m"
2.35456843843456e-09	-0.647253114455705	0.591	0.792	4.74162992131952e-05	"Arhgdia"	"endothelial cell"	"30m.vs.3m"
2.84893296732578e-09	1.74276650284899	0.531	0.327	5.73718120960066e-05	"Kdr"	"endothelial cell"	"30m.vs.3m"
3.19059750159127e-09	-0.25272483506812	0.067	0.23	6.42522524870451e-05	"Igfbp6"	"endothelial cell"	"30m.vs.3m"
3.28055121693841e-09	2.39058461364402	0.4	0.199	6.60637404067057e-05	"Samd9l"	"endothelial cell"	"30m.vs.3m"
3.38372113780424e-09	1.51713997545264	0.572	0.389	6.81413762731017e-05	"Clic5"	"endothelial cell"	"30m.vs.3m"
4.51264473746105e-09	-0.639610837643299	0.639	0.796	9.08756397229906e-05	"Atp5e"	"endothelial cell"	"30m.vs.3m"
4.82013417908999e-09	-1.85857672661916	0.122	0.305	9.70678620985143e-05	"Eln"	"endothelial cell"	"30m.vs.3m"
4.82377033388693e-09	0.609812067380085	0.949	0.889	9.7141086983815e-05	"Dnaja1"	"endothelial cell"	"30m.vs.3m"
7.46679327210606e-09	1.87580921361915	0.349	0.146	0.000150366282913672	"H2-Q8"	"endothelial cell"	"30m.vs.3m"
8.64723903855013e-09	2.19408316982555	0.352	0.15	0.000174138099758322	"Syne2"	"endothelial cell"	"30m.vs.3m"
9.78130129830075e-09	2.50712593203722	0.133	0	0.000196975845545181	"Eif2s3y"	"endothelial cell"	"30m.vs.3m"
1.08091463469806e-08	-0.603088149915603	0.237	0.478	0.000217674589135495	"Dpysl2"	"endothelial cell"	"30m.vs.3m"
1.182330092549e-08	0.831583762729541	0.738	0.597	0.000238097634037517	"Arl6ip1"	"endothelial cell"	"30m.vs.3m"
1.42991990527388e-08	1.45628395612613	0.34	0.142	0.000287957270524055	"Prpf4b"	"endothelial cell"	"30m.vs.3m"
1.94209320505377e-08	-0.61485186526561	0.768	0.903	0.000391098729633728	"Crip2"	"endothelial cell"	"30m.vs.3m"
2.00300228502506e-08	-0.264497282881788	0.092	0.261	0.000403364600158346	"Fmod"	"endothelial cell"	"30m.vs.3m"
2.08273923628649e-08	-3.83698326099098	0.053	0.19	0.000419422027403373	"AU021092"	"endothelial cell"	"30m.vs.3m"
2.15110884183548e-08	0.488776322252863	0.993	0.996	0.00043319029856883	"Ddx5"	"endothelial cell"	"30m.vs.3m"
2.5896680284302e-08	2.1330183879095	0.4	0.199	0.000521507347565273	"Fmo2"	"endothelial cell"	"30m.vs.3m"
3.78129717997832e-08	2.02704767958675	0.331	0.146	0.000761477626104034	"Gbp6"	"endothelial cell"	"30m.vs.3m"
4.03477580282482e-08	-0.460639075463683	0.91	0.929	0.000812523151172862	"Ptrf"	"endothelial cell"	"30m.vs.3m"
4.78899231759079e-08	0.483951636696984	0.998	1	0.000964407272916434	"Hspa8"	"endothelial cell"	"30m.vs.3m"
5.18420121548961e-08	0.455859467654277	0.91	0.761	0.0010439944407753	"Zfand5"	"endothelial cell"	"30m.vs.3m"
8.58601615348912e-08	-0.937904925758487	0.103	0.261	0.00172905193298964	"Ifi27l2a"	"endothelial cell"	"30m.vs.3m"
9.03004362986387e-08	1.79495054384774	0.524	0.327	0.00181847018618199	"Rsad2"	"endothelial cell"	"30m.vs.3m"
9.50100522399266e-08	0.713607494536068	0.609	0.447	0.00191331243200764	"Nedd4"	"endothelial cell"	"30m.vs.3m"
1.14358484637095e-07	0.819228667569318	0.554	0.341	0.00230295116362182	"Wasf2"	"endothelial cell"	"30m.vs.3m"
1.16325254234845e-07	-0.446300381636564	0.805	0.92	0.00234255796978131	"Vim"	"endothelial cell"	"30m.vs.3m"
1.23282984264611e-07	0.928801776024876	0.499	0.31	0.00248267273712073	"Nr3c1"	"endothelial cell"	"30m.vs.3m"
1.69493992769953e-07	1.4813605155494	0.391	0.204	0.00341327002640132	"Mef2a"	"endothelial cell"	"30m.vs.3m"
1.72075463735498e-07	-0.519388537522108	0.855	0.925	0.00346525568870546	"Nme2"	"endothelial cell"	"30m.vs.3m"
1.85085938674117e-07	-0.556405297009009	0.618	0.792	0.00372726063301937	"Tsc22d1"	"endothelial cell"	"30m.vs.3m"
2.6075807523952e-07	0.504193920545688	0.998	0.987	0.00525114611917345	"Hsp90ab1"	"endothelial cell"	"30m.vs.3m"
2.84421678450718e-07	-0.529649084853717	0.844	0.942	0.00572768376064057	"Tmsb10"	"endothelial cell"	"30m.vs.3m"
2.84575059295628e-07	0.653147180788713	0.747	0.597	0.00573077254409535	"Luzp1"	"endothelial cell"	"30m.vs.3m"
2.93423746469761e-07	1.90688555722575	0.366	0.186	0.00590896740640804	"Plcb4"	"endothelial cell"	"30m.vs.3m"
3.90141671547747e-07	0.398364744853202	0.908	0.814	0.00785667298162853	"Atf3"	"endothelial cell"	"30m.vs.3m"
4.20962250626757e-07	3.77922916810666	0.262	0.097	0.00847733780312163	"Tgtp1"	"endothelial cell"	"30m.vs.3m"
4.61162494841406e-07	-0.447643252344393	0.844	0.925	0.00928689032111624	"S100a10"	"endothelial cell"	"30m.vs.3m"
4.89081677873727e-07	-0.255508862026167	0.085	0.23	0.00984912682902111	"Serpinf1"	"endothelial cell"	"30m.vs.3m"
5.16989623954117e-07	-0.352512299329347	0.037	0.146	0.010411137047188	"Timp1"	"endothelial cell"	"30m.vs.3m"
5.57160554051115e-07	-0.651986989549486	0.529	0.704	0.0112200992374813	"Ctnnb1"	"endothelial cell"	"30m.vs.3m"
6.16191234001521e-07	-0.488345719026339	0.713	0.841	0.0124088590703226	"Atox1"	"endothelial cell"	"30m.vs.3m"
7.95310155379192e-07	2.2731575007601	0.292	0.137	0.0160159559090262	"Syne1"	"endothelial cell"	"30m.vs.3m"
7.9833500907574e-07	2.47056865607878	0.359	0.19	0.0160768704127673	"Gbp9"	"endothelial cell"	"30m.vs.3m"
7.99296355559035e-07	-0.529757801811877	0.816	0.867	0.0160962300082478	"Eng"	"endothelial cell"	"30m.vs.3m"
8.02725156477583e-07	0.566120238315373	0.549	0.363	0.0161652792011456	"Ifi203"	"endothelial cell"	"30m.vs.3m"
8.63805678723321e-07	1.05640669593868	0.549	0.412	0.0173953187581302	"Tap2"	"endothelial cell"	"30m.vs.3m"
9.27163518834739e-07	-0.527060131241637	0.586	0.726	0.018671218942294	"S100a16"	"endothelial cell"	"30m.vs.3m"
9.34495741958948e-07	-0.605352649367282	0.414	0.588	0.0188188752515693	"Cyb5"	"endothelial cell"	"30m.vs.3m"
9.76478190933644e-07	-0.4879067617971	0.067	0.195	0.0196643178090217	"Arhgdib"	"endothelial cell"	"30m.vs.3m"
1.01429264280267e-06	-0.397502791421237	0.956	0.978	0.0204258252407601	"Myl6"	"endothelial cell"	"30m.vs.3m"
1.06592833807042e-06	0.566573695119433	0.837	0.761	0.0214656648720621	"Ccnl1"	"endothelial cell"	"30m.vs.3m"
1.06608565056436e-06	3.05878367695989	0.285	0.133	0.0214688328310651	"Herc6"	"endothelial cell"	"30m.vs.3m"
1.28573799894987e-06	1.00903894091169	0.186	0.053	0.0258921918228524	"AI607873"	"endothelial cell"	"30m.vs.3m"
1.2967351193064e-06	0.731800080989919	0.602	0.425	0.0261136518325923	"H2-T23"	"endothelial cell"	"30m.vs.3m"
1.47402823949535e-06	0.911695922956451	0.368	0.199	0.0296839806869574	"Plscr2"	"endothelial cell"	"30m.vs.3m"
1.53971553191564e-06	1.02948850081164	0.607	0.491	0.0310067913817172	"Gbp2"	"endothelial cell"	"30m.vs.3m"
1.97281718806897e-06	-0.453194100384853	0.74	0.898	0.0397285925333329	"Gnb2"	"endothelial cell"	"30m.vs.3m"
2.20413905941529e-06	-0.94095528047066	0.26	0.429	0.0443869523785051	"Tcn2"	"endothelial cell"	"30m.vs.3m"
2.61791839771647e-45	1.19177703809622	1	0.985	5.27196406932143e-41	"Malat1"	"endothelial cell"	"21m.vs.18m"
3.369340128308e-36	1.24520461097811	0.77	0.236	6.78517715038665e-32	"Xist"	"endothelial cell"	"21m.vs.18m"
5.48019376000791e-23	0.802107383829743	0.985	0.979	1.10360141939039e-18	"Hsp90ab1"	"endothelial cell"	"21m.vs.18m"
2.52814924962915e-19	0.396764746196505	0.729	0.438	5.09118695890318e-15	"Dcn"	"endothelial cell"	"21m.vs.18m"
2.93397382879694e-17	-1.06672177791569	0.97	0.977	5.90843649643127e-13	"Rps12"	"endothelial cell"	"21m.vs.18m"
7.43933832553428e-16	0.348905001195466	0.911	0.731	1.49813395199609e-11	"Gsn"	"endothelial cell"	"21m.vs.18m"
1.64089849547495e-14	0.496354904245215	0.993	0.977	3.30444139018746e-10	"Calm1"	"endothelial cell"	"21m.vs.18m"
1.84748220614622e-14	0.765362429601387	0.952	0.849	3.72045966673726e-10	"Hsp90aa1"	"endothelial cell"	"21m.vs.18m"
3.51360072144163e-14	0.831966232774858	0.874	0.738	7.07568913283915e-10	"H2-Q4"	"endothelial cell"	"21m.vs.18m"
1.73948098975629e-13	1.60071904618448	0.45	0.192	3.50296681717122e-09	"Rnf125"	"endothelial cell"	"21m.vs.18m"
2.01242664524642e-13	-1.21895602680637	0.993	0.997	4.05262477819725e-09	"Tpt1"	"endothelial cell"	"21m.vs.18m"
2.5126198796197e-13	-0.757510755744031	0.967	0.99	5.05991391357815e-09	"Rpl27a"	"endothelial cell"	"21m.vs.18m"
3.18206393112423e-13	-0.973770266721319	0.379	0.628	6.40804034449797e-09	"Cebpb"	"endothelial cell"	"21m.vs.18m"
3.67936999249524e-13	0.658144425639482	0.944	0.867	7.40951529088692e-09	"Hspa5"	"endothelial cell"	"21m.vs.18m"
1.62242927382875e-12	-0.787679057336798	0.792	0.879	3.26724807163634e-08	"Gnb2l1"	"endothelial cell"	"21m.vs.18m"
5.82793638642895e-12	-0.912858798703405	0.981	0.995	1.17362982949906e-07	"Rps21"	"endothelial cell"	"21m.vs.18m"
7.48413917845441e-12	-1.53939749311445	0.167	0.418	1.50715594775715e-07	"Lrg1"	"endothelial cell"	"21m.vs.18m"
1.24734259023204e-11	-0.810291375126575	0.836	0.9	2.51189850820928e-07	"Rpl12"	"endothelial cell"	"21m.vs.18m"
1.27920133625396e-11	-0.744594502021321	0.989	0.997	2.57605565094822e-07	"Rplp0"	"endothelial cell"	"21m.vs.18m"
2.26128775805109e-11	0.465287449834366	0.911	0.7	4.55378128716329e-07	"Gm1821"	"endothelial cell"	"21m.vs.18m"
4.90987284594926e-11	-0.868743418891773	0.996	0.997	9.88750193717262e-07	"Rplp1"	"endothelial cell"	"21m.vs.18m"
5.1226793138714e-11	0.759428632610026	0.784	0.597	1.03160516022742e-06	"Ccnl1"	"endothelial cell"	"21m.vs.18m"
7.72839063610711e-11	0.607248491138146	0.985	0.987	1.55634330629925e-06	"Ddx5"	"endothelial cell"	"21m.vs.18m"
1.18823809816235e-10	0.554566406306534	0.918	0.815	2.39287388207934e-06	"Sdpr"	"endothelial cell"	"21m.vs.18m"
1.67494127845799e-10	-0.850009012641798	0.948	0.977	3.37299674655871e-06	"Rpl28"	"endothelial cell"	"21m.vs.18m"
1.76534324132123e-10	-0.727803952066935	0.985	0.997	3.55504821937269e-06	"Fth1"	"endothelial cell"	"21m.vs.18m"
3.12499288260875e-10	-1.09570750887227	0	0.136	6.2931106669975e-06	"Ddx3y"	"endothelial cell"	"21m.vs.18m"
5.03623953203982e-10	0.959845976970323	0.587	0.369	1.01419791696218e-05	"Luzp1"	"endothelial cell"	"21m.vs.18m"
6.00705423579884e-10	0.350750737409213	0.335	0.136	1.20970058200517e-05	"Tnfaip6"	"endothelial cell"	"21m.vs.18m"
1.22454474509545e-09	0.420965377744022	1	0.982	2.46598820767321e-05	"Ubb"	"endothelial cell"	"21m.vs.18m"
1.73016078671279e-09	-1.44531946912415	0.104	0.3	3.48419779228221e-05	"Rpl34-ps1"	"endothelial cell"	"21m.vs.18m"
1.75574316421829e-09	-0.719981924659116	0.985	0.985	3.5357155841028e-05	"Rps20"	"endothelial cell"	"21m.vs.18m"
2.61041022843397e-09	-0.547684275585899	1	0.997	5.25684411802033e-05	"Rpl18a"	"endothelial cell"	"21m.vs.18m"
3.86888620028397e-09	-0.634198753147802	0.885	0.938	7.79116303013186e-05	"Rpl22"	"endothelial cell"	"21m.vs.18m"
4.16651298168992e-09	0.439991586143836	0.896	0.828	8.39052384252716e-05	"Rn45s"	"endothelial cell"	"21m.vs.18m"
4.40715261228024e-09	-1.17229708225511	0.015	0.151	8.87512393060995e-05	"S100a9"	"endothelial cell"	"21m.vs.18m"
4.55689220555478e-09	0.534109238968556	0.807	0.638	9.17666952354621e-05	"Mat2a"	"endothelial cell"	"21m.vs.18m"
5.51773897623596e-09	0.305675427356629	0.993	0.985	0.00011111622750344	"Actb"	"endothelial cell"	"21m.vs.18m"
5.84872577286812e-09	0.495408321231743	0.877	0.723	0.000117781639614018	"Btg2"	"endothelial cell"	"21m.vs.18m"
6.23421604226267e-09	-0.630575428951513	1	1	0.000125544642659086	"Rpl13"	"endothelial cell"	"21m.vs.18m"
7.26200365973857e-09	-0.673542752902808	0.989	0.992	0.000146242229699815	"Rps3"	"endothelial cell"	"21m.vs.18m"
1.04703692268916e-08	-0.620909012576996	0.993	0.992	0.000210852295491143	"Rps16"	"endothelial cell"	"21m.vs.18m"
1.05305237708984e-08	-0.547639516049067	0.959	0.979	0.000212063687698351	"Rpl29"	"endothelial cell"	"21m.vs.18m"
1.12224069610765e-08	-0.646669882544439	0.907	0.933	0.000225996831382159	"Rpsa"	"endothelial cell"	"21m.vs.18m"
1.27475727908657e-08	0.405833496898208	1	0.99	0.000256710620862454	"Actg1"	"endothelial cell"	"21m.vs.18m"
1.62174018924842e-08	0.507390404747005	0.613	0.392	0.000326586039310846	"Srrm2"	"endothelial cell"	"21m.vs.18m"
2.23801089831328e-08	-1.03215288627429	0.011	0.133	0.000450690634702328	"S100a8"	"endothelial cell"	"21m.vs.18m"
2.58202621007136e-08	-0.528264647261814	0.993	0.992	0.00051996843818417	"Rpl35"	"endothelial cell"	"21m.vs.18m"
2.78822043818531e-08	1.0944581051025	0.342	0.159	0.000561491831841758	"Wasf2"	"endothelial cell"	"21m.vs.18m"
3.09959294443964e-08	0.731427691500682	0.699	0.556	0.000624196027151254	"Flt1"	"endothelial cell"	"21m.vs.18m"
3.16468865762467e-08	-0.345792552880037	0.974	0.985	0.000637305001872456	"Ly6e"	"endothelial cell"	"21m.vs.18m"
3.2797443175025e-08	-0.482406128820941	1	0.997	0.000660474910658654	"Rps14"	"endothelial cell"	"21m.vs.18m"
4.21685087160537e-08	0.599798169334143	0.725	0.59	0.00084918942852389	"Tcf4"	"endothelial cell"	"21m.vs.18m"
4.24793673972415e-08	-0.513445709260889	1	0.997	0.000855449500645649	"Uba52"	"endothelial cell"	"21m.vs.18m"
4.84244259979898e-08	-0.555604364970101	0.907	0.931	0.000975171090747518	"Rpl7a"	"endothelial cell"	"21m.vs.18m"
5.16678694610092e-08	-0.579328851750912	0.985	0.982	0.0010404875552058	"Rps17"	"endothelial cell"	"21m.vs.18m"
6.13414481071967e-08	0.564238115537723	0.766	0.587	0.00123529408198273	"Son"	"endothelial cell"	"21m.vs.18m"
6.47043487537176e-08	-0.53420466610847	0.993	0.995	0.00130301617520236	"Rpl19"	"endothelial cell"	"21m.vs.18m"
6.77004285795504e-08	-0.682446535221591	0.996	0.995	0.00136335123073499	"Rps15"	"endothelial cell"	"21m.vs.18m"
7.32040563974644e-08	1.00641013251784	0.353	0.185	0.00147418328773214	"Pak2"	"endothelial cell"	"21m.vs.18m"
7.85727873217458e-08	0.6703545933911	0.799	0.715	0.00158229879108532	"Nrp1"	"endothelial cell"	"21m.vs.18m"
8.97717089977104e-08	0.683135393113609	0.599	0.403	0.00180782267579589	"Rrbp1"	"endothelial cell"	"21m.vs.18m"
9.93933279258305e-08	0.482606896773643	0.257	0.105	0.00200158283777037	"Ugdh"	"endothelial cell"	"21m.vs.18m"
1.00639826699163e-07	-0.519521239226785	1	1	0.00202668483006773	"Rpl41"	"endothelial cell"	"21m.vs.18m"
1.15693951348595e-07	-0.497784085158555	0.996	0.992	0.00232984479225802	"Rpl32"	"endothelial cell"	"21m.vs.18m"
1.26372724621408e-07	0.586727339503179	0.613	0.415	0.00254489392842592	"Sf3b1"	"endothelial cell"	"21m.vs.18m"
1.44829537381924e-07	0.508877675038363	0.788	0.636	0.00291657722379719	"Itgb1"	"endothelial cell"	"21m.vs.18m"
1.67006085040668e-07	0.806061021850658	0.543	0.369	0.00336316854054898	"Arid5b"	"endothelial cell"	"21m.vs.18m"
1.73151413493403e-07	-0.494966363061272	0.989	0.995	0.00348692316493014	"Rpl13a"	"endothelial cell"	"21m.vs.18m"
1.82396872799265e-07	0.906530400202362	0.413	0.236	0.0036731082244316	"Mef2c"	"endothelial cell"	"21m.vs.18m"
2.09289330661545e-07	-0.479991332768903	0.996	0.99	0.00421466854086219	"Rps6"	"endothelial cell"	"21m.vs.18m"
2.44669424531e-07	0.690236177984572	0.546	0.362	0.00492715287120527	"Pafah1b1"	"endothelial cell"	"21m.vs.18m"
2.91177553185364e-07	-0.46166785021643	0.993	0.997	0.00586373356604686	"Rps19"	"endothelial cell"	"21m.vs.18m"
3.13061913456292e-07	-0.493643038472028	0.851	0.921	0.00630444081318281	"Serf2"	"endothelial cell"	"21m.vs.18m"
3.98140459865036e-07	0.439344359583907	0.922	0.844	0.00801775258076209	"Tpm3"	"endothelial cell"	"21m.vs.18m"
3.99655442591e-07	-0.423603996993004	0.996	1	0.00804826130289756	"Fau"	"endothelial cell"	"21m.vs.18m"
4.37142919256112e-07	-1.10015821580428	0.063	0.208	0.00880318410797959	"Cdk2ap1"	"endothelial cell"	"21m.vs.18m"
4.87835141028332e-07	-0.586816728702049	0.985	0.987	0.00982402407002854	"Rpl23"	"endothelial cell"	"21m.vs.18m"
